path,sha256
scripts/kl2003_f2_k9_lean_integration_v1.py,4a5c4b7f5dd6eb84b18fcc42b2b46bf021461dc424bdeb744bdf9e9718a10d02
outputs/KL2003_F2_K9_LNT_MEASUREMENT_v1/KL2003K9LNTCertificateDataCandidate.lean,fa5e13b025c9b87b1798bf0ffec13dac1f070421dbdb704535058ca18a4c214d
CollatzClassical/KL2003/KL2003K9CertificateDataGenerated.lean,a28306d47fb89610618a542b827a3397875152616811982949ad66a504bead8b
CollatzClassical/KL2003/KL2003K9CertificateVerifierBase.lean,fc0fa8619d285b603dfc4d06755d5dd6409c1d597ff45df5b671ef713465865e
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard0.lean,e4be33ed324ac6b2371ae20e69275d5150ccbc083f67ddd8e13d718818d931a7
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard1.lean,4c34304d227221beb1d3dc77c97ce03ec346c200597301a7ba432d2dc3cf7bd8
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard2.lean,5bfafb6a0f4ac956f6c6642093a040de275b0771b7b0e1f6742ed1d65cc07f13
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard3.lean,45c7166b99f3dee13da56cdf2bbb3b23a2da435694bd194dbd024f0884258224
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard4.lean,1bd4d71b974f1a0e28e9925810a2060d060f9ea379ba778e70d92a7503a39f66
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard5.lean,957dda22f311479c2c811cf5c37caeea331acf275ce01ffe997dbf3a73792d32
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard6.lean,03ee75c21766f2cb06eeaa0b5624001bfa54fc727ae9a0efc0256a2c1a717c89
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard7.lean,b1a48efea4bc9912fecf5821fbf0ad64670cd5a9895dfc5533663a9df7e1a0cf
CollatzClassical/KL2003/KL2003K9CertificateVerifierShard8.lean,ab25b3e66aa907088507b88fb9e6895bb6cebd79eee06e9da426c74434e66bda
